muse_id,page_id,sentence_id,example_id,indicator_code,session_id,ann_ex_tokens,page_tokens,sem_similarity,token_n,lemma_n,ann_overlap_lemma,ann_overlap_token,example_len,txt_overlap_lemma,txt_overlap_token,ann_overlap_criticwords,lemmatoken_n,ann_overlap_tokenlemma,txt_overlap_tokenlemma,indicator_code_closed_indef,indicator_code_closed_perm,indicator_code_finance_health,indicator_code_funding_did_not_get,indicator_code_funding_fundraise,indicator_code_funding_gov_emer,indicator_code_funding_other_emer,indicator_code_lang_difficulty,indicator_code_made_covid_safe,indicator_code_online_engag,indicator_code_online_event,indicator_code_online_exhib,indicator_code_open_cafe,indicator_code_open_cur,indicator_code_open_onlineshop,indicator_code_project_postpone,indicator_code_reopen_intent,indicator_code_reopen_plan,indicator_code_staff_hiring,indicator_code_staff_restruct,indicator_code_staff_working,overlap_bin,valid_match
mm.domus.SE221,191496,mus_page191496_sent00124,ann_ex_00024,closed_cur,20210304,will closed national lockdown,our local studies area currently closed,0.7112,1,1,0.25,0.25,4,0.16667,0.16667,0.5,1,0.25,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",T
mm.domus.WM134,422309,mus_page422309_sent00012,ann_ex_00149,lang_difficulty,20210304,critical time,much restored tudor house park garden notable topiary please book ahead visiting check availability overview opening times prices how to here facilities access contact us property map saved my places,0.6884,0,1,0.5,0,2,0.03333,0,0.5,1,0.5,0.03333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.aim.0057,484715,mus_page484715_sent00027,ann_ex_00172,online_engag,20210304,new blog,online talks bank england sign our free virtual talks adults our history objects our collection museum blog,0.6785,1,1,0.5,0.5,2,0.05882,0.05882,1,1,0.5,0.05882,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.domus.WA092,192707,mus_page192707_sent00130,ann_ex_00016,closed_cur,20210304,currently closed government covid restrictions,closed tower closed,0.6248,1,1,0.2,0.2,5,0.33333,0.33333,0.5,1,0.2,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.WM085,716951,mus_page716951_sent00014,ann_ex_00035,closed_cur,20210304,line national restrictions museum temporarily closed,museum remains temporarily closed further notice,0.867,3,3,0.5,0.5,6,0.5,0.5,0.33333,3,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.misc.147,233098,mus_page233098_sent00036,ann_ex_00081,funding_fundraise,20210304,weathering storm funding success,world heritage exhibition currently showing dorchester original tutankhamun exhibition established following success treasures tutankhamun exhibition british museum london,0.4068,1,1,0.25,0.25,4,0.05556,0.05556,0.5,1,0.25,0.05556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.YH146,15537,mus_page15537_sent00029,ann_ex_00225,reopen_intent,20210304,we hope pray can bring some amazing special events covid,series online panel discussions q&as events exploring problem climate change explore events book tickets toggle button to play pause video museum overview,0.7803,1,1,0.1,0.1,10,0.04545,0.04545,0.33333,1,0.1,0.04545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.0, 0.45]",F
mm.aim.0818,440157,mus_page440157_sent00042,ann_ex_00002,closed_cur,20210304,closed members public further notice,https://www.rcplondon.ac.uk/projects/rcp-and-covid-19 planned closure days please note museum exhibition will closed following days january april,0.7521,1,1,0.2,0.2,5,0.07143,0.07143,0.33333,1,0.2,0.07143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",T
mm.fcm.041,57280,mus_page57280_sent00010,ann_ex_00046,closed_perm,20210304,to inform you decision close,we deeply regret we taken difficult decision to keep museum closed public remainder season,0.8655,2,2,0.4,0.4,5,0.14286,0.14286,0.5,2,0.4,0.14286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.New.33,798473,mus_page798473_sent00012,ann_ex_00180,online_event,20210304,online events,centre n’t just focus tragic event visitors will able to sit story chair to listen stories people bells life 1960s dances domestic life growing,0.5779,0,1,0.5,0,2,0.04167,0,0.5,1,0.5,0.04167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SW019,693943,mus_page693943_sent00048,ann_ex_00188,online_exhib,20210304,online letters,read more online shop new,0.7147,1,1,0.5,0.5,2,0.2,0.2,0.5,1,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.musa.158,452942,mus_page452942_sent00017,ann_ex_00180,online_event,20210304,online events,keep date our latest news first to hear special events offers,0.7111,1,1,0.5,0.5,2,0.09091,0.09091,0.5,1,0.5,0.09091,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SE184,337111,mus_page337111_sent00120,ann_ex_00276,staff_working,20210304,you queries please contact,please leave your contact details nhs track trace library staff,0.8188,2,2,0.5,0.5,4,0.2,0.2,0.5,2,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0.45, 1.01]",T
mm.wiki.467,753843,mus_page753843_sent00026,ann_ex_00153,lang_difficulty,20210304,difficult time,admire view nith his study where many his greatest works penned soak unique atmosphere ellisland farm which barely changed time burns,0.7523,1,1,0.5,0.5,2,0.04762,0.04762,0.5,1,0.5,0.04762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.aim.0535,722340,mus_page722340_sent00142,ann_ex_00180,online_event,20210304,online events,following recent publication government ’s roadmap lockdown leeds castle announces reopening dates some its most popular attractions events,0.6545,1,1,0.5,0.5,2,0.05556,0.05556,0.5,1,0.5,0.05556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.musa.053,350358,mus_page350358_sent00006,ann_ex_00206,open_onlineshop,20210304,visit our online shop,us things to gifts experiences events gift shop plan your visit,0.8309,2,2,0.5,0.5,4,0.18182,0.18182,0.5,2,0.5,0.18182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.NE071,327281,mus_page327281_sent00069,ann_ex_00029,closed_cur,20210304,museum closed tier national lockdown restrictions,lindisfarne castle how to here close directions google maps address holy island berwick tweed northumberland td15 2sh cycle ncn1,0.5058,0,1,0.16667,0,6,0.05263,0,0.33333,1,0.166666667,0.05263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.hha.011,524641,mus_page524641_sent00116,ann_ex_00105,funding_fundraise,20210304,ensure giving your support today,please stay safe thank you your continued support difficult time,0.8861,2,2,0.4,0.4,5,0.2,0.2,0.5,2,0.4,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.SW122,68787,mus_page68787_sent00070,ann_ex_00173,online_engag,20210304,follow us facebook instagram find flickr to see regular updates,dominique will our instagram stories friday @museumofsomerset peek what she getting heritage trainee,0.7683,1,1,0.1,0.1,10,0.07692,0.07692,0.5,1,0.1,0.07692,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",T
mm.ace.1294,346227,mus_page346227_sent00143,ann_ex_00159,lang_difficulty,20210304,next months will critical time museum,please bear us we work these changes how it might affect your visit family baby changing facilities main courtyard next visitor reception children must supervised times,0.8659,1,2,0.33333,0.16667,6,0.07692,0.03846,0.5,2,0.333333333,0.07692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.misc.172,346291,mus_page346291_sent00057,ann_ex_00171,online_engag,20210304,would love to hear your personal experiences pandemic,braille guide sensory experience entrance ground floor steps narrow doorways ramp available,0.5852,0,1,0.125,0,8,0.08333,0,0.5,1,0.125,0.08333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.NW144,747102,mus_page747102_sent00021,ann_ex_00205,open_onlineshop,20210304,you can however purchase wide range unique gifts online shop,we taken our early years programme online,0.7601,1,1,0.1,0.1,10,0.14286,0.14286,0.5,1,0.1,0.14286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.MDN.018,468139,mus_page468139_sent00005,ann_ex_00031,closed_cur,20210304,currently closed line government restrictions,national museum royal navy museums attractions temporarily closed government restrictions,0.7317,3,3,0.6,0.6,5,0.3,0.3,1,3,0.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.aim.0485,753493,mus_page753493_sent00019,ann_ex_00006,closed_cur,20210304,currently we closed covid restrictions,gloucestershire 's jet age museum museum closed gloucestershire moved tier decision taken museum will close its doors public volunteers,0.7278,1,1,0.2,0.2,5,0.05263,0.05263,0.5,1,0.2,0.05263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",T
mm.wiki.256,664754,mus_page664754_sent00240,ann_ex_00113,funding_fundraise,20210304,make donation,sea defences coast humber gibraltar point chiefly sand hills made sand built tides years,0.3141,0,1,0.5,0,2,0.07143,0,0.5,1,0.5,0.07143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.YH075,383298,mus_page383298_sent00041,ann_ex_00198,open_cur,20210304,you would like to visit museum please contact make prior arrangements,link museum museum exhibitions,0.572,1,1,0.09091,0.09091,11,0.25,0.25,0.5,1,0.090909091,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.SE536,241248,mus_page241248_sent00071,ann_ex_00272,staff_working,20210304,our staff team will therefore working home much possible lockdown,our work returning frogs frogmead read to learn our new flood management project how work we doing will further increase biodiversity our estate,0.894,2,3,0.3,0.2,10,0.13043,0.08696,0.5,3,0.3,0.13043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0.0, 0.45]",T
mm.wiki.169,65861,mus_page65861_sent00139,ann_ex_00046,closed_perm,20210304,to inform you decision close,windsor windsor castle temporarily closed windsor frogmore house closed further notice,0.541,0,1,0.2,0,5,0.09091,0,0.5,1,0.2,0.09091,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.WA052,741813,mus_page741813_sent00017,ann_ex_00270,staff_working,20210304,museum will continue to monitor government guidance,safety our staff volunteers visitors local communities remains our priority we will continue to follow welsh government restrictions,0.88,4,4,0.57143,0.57143,7,0.22222,0.22222,0.5,4,0.571428571,0.22222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0.45, 1.01]",T
mm.mald.028,706066,mus_page706066_sent00074,ann_ex_00179,online_engag,20210304,will keep you updated changes website social media channels,we will continue to monitor situation will release updates our website social media re opening when circumstances warning,0.9109,4,5,0.55556,0.44444,9,0.27778,0.22222,1,5,0.555555556,0.27778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.hha.014,58905,mus_page58905_sent00111,ann_ex_00177,online_engag,20210304,we still telling incredible stories online,receive latest offers stories lessons straight your inbox hever castle,0.782,1,1,0.16667,0.16667,6,0.1,0.1,0.5,1,0.166666667,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",T
mm.ace.1114,428987,mus_page428987_sent00012,ann_ex_00149,lang_difficulty,20210304,critical time,look forward time when life returns some normality,0.7653,1,1,0.5,0.5,2,0.125,0.125,0.5,1,0.5,0.125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.mgs.284,226624,mus_page226624_sent00016,ann_ex_00193,online_exhib,20210304,online exhibition now live,items collection dating present day highlights rotated display themed exhibitions,0.7222,0,1,0.25,0,4,0.1,0,0.5,1,0.25,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.SE159,488906,mus_page488906_sent00089,ann_ex_00149,lang_difficulty,20210304,critical time,we would love to hear your thoughts please take few minutes to complete our survey thank you very much your time,0.7391,1,1,0.5,0.5,2,0.04762,0.04762,0.5,1,0.5,0.04762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SE264,196650,mus_page196650_sent00099,ann_ex_00188,online_exhib,20210304,online letters,our opening days hours available to view online,0.6265,1,1,0.5,0.5,2,0.125,0.125,0.5,1,0.5,0.125,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.mald.037,572210,mus_page572210_sent00024,ann_ex_00275,staff_working,20210304,please contact museum information,us located beautiful village betws coed adjacent main station conwy valley railway museum must enjoy railways,0.5379,1,1,0.25,0.25,4,0.0625,0.0625,0.5,1,0.25,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0.0, 0.45]",F
mm.musa.379,596853,mus_page596853_sent00095,ann_ex_00126,funding_other_emer,20210304,external financial support essential extremely welcome,watch our social media am february we will reveal messages support praise commemoration day,0.7314,1,1,0.16667,0.16667,6,0.07143,0.07143,0.33333,1,0.166666667,0.07143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.ace.1119,158215,mus_page158215_sent00032,ann_ex_00275,staff_working,20210304,please contact museum information,please contact bus hire team further information,0.8521,3,3,0.75,0.75,4,0.42857,0.42857,0.5,3,0.75,0.42857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0.45, 1.01]",T
mm.wiki.479,1017235,mus_page1017235_sent00058,ann_ex_00080,funding_fundraise,20210304,we urgently need to raise,raised bed featuring local herbs vernacular plants hrh,0.4763,0,1,0.2,0,5,0.125,0,0.5,1,0.2,0.125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.NW048,549983,mus_page549983_sent00006,ann_ex_00270,staff_working,20210304,museum will continue to monitor government guidance,otherwise we 'll assume you ok to continue,0.7787,2,3,0.42857,0.28571,7,0.375,0.25,0.5,3,0.428571429,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0.0, 0.45]",F
mm.domus.SW151,90043,mus_page90043_sent00017,ann_ex_00180,online_event,20210304,online events,we combating lockdown blues looking back winter sharing some quirky snippets town ’s history online reported years ago bridport news,0.6067,1,1,0.5,0.5,2,0.05,0.05,0.5,1,0.5,0.05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.aim.0280,858139,mus_page858139_sent00066,ann_ex_00124,funding_gov_emer,20210304,receives lifeline grant government culture recovery fund,traci dix williams culture recovery fund dudley canal tunnel trust thrilled to hear we received funding thanks government ’s culturerecoveryfund we can continue to here you hereforculture published,0.7531,4,5,0.71429,0.57143,7,0.17857,0.14286,0.66667,5,0.714285714,0.17857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.mgs.307,418168,mus_page418168_sent00032,ann_ex_00276,staff_working,20210304,you queries please contact,contact us to see how we can cater you,0.79,2,2,0.5,0.5,4,0.22222,0.22222,0.5,2,0.5,0.22222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0.45, 1.01]",T
mm.hha.014,58905,mus_page58905_sent00193,ann_ex_00183,online_event,20210304,live online,we sun daily exercise those live locally,0.6551,1,1,0.5,0.5,2,0.14286,0.14286,0.5,1,0.5,0.14286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.MDN.026,292710,mus_page292710_sent00375,ann_ex_00094,funding_fundraise,20210304,please support conservation our properties collections making donation,student services contact us keele100 actions so far student support transitioning uni start success campus news information parents guardians,0.7823,1,1,0.125,0.125,8,0.05263,0.05263,0.5,1,0.125,0.05263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.misc.190,863802,mus_page863802_sent00086,ann_ex_00208,open_onlineshop,20210304,our online shop still open,location sea loch view accessibility partially suitable visitors limited mobility large print braille audio accessible parking drop point accessible toilets level access features gift shop public toilet facilities payment methods cash diners card debit card credit card transport parking on public transport route coach parking parking children,0.7518,1,1,0.2,0.2,5,0.02128,0.02128,0.5,1,0.2,0.02128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.MDN.006,706877,mus_page706877_sent00065,ann_ex_00278,open_onlineshop,20210304,our shop will offering online sales,children licenses back children licenses entertainment licences children sport licences children chaperones gambling gambling arcades betting shops,0.6068,0,1,0.16667,0,6,0.05882,0,0.5,1,0.166666667,0.05882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.YH153,259280,mus_page259280_sent00140,ann_ex_00198,open_cur,20210304,you would like to visit museum please contact make prior arrangements,home visit places to visit brodsworth hall gardens more,0.8264,2,2,0.18182,0.18182,11,0.22222,0.22222,0.5,2,0.181818182,0.22222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.EM094,767384,mus_page767384_sent00027,ann_ex_00207,open_onlineshop,20210304,our online shop plenty exclusive collections unique gift ideas,house shop second hand bookshop closed,0.6525,1,1,0.11111,0.11111,9,0.16667,0.16667,0.5,1,0.111111111,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.SC296,744006,mus_page744006_sent00009,ann_ex_00042,closed_indef,20210304,museum closed further notice,contacts chapter house museum,0.723,1,1,0.25,0.25,4,0.25,0.25,0.5,1,0.25,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.SE601,784700,mus_page784700_sent00059,ann_ex_00278,open_onlineshop,20210304,our shop will offering online sales,peruse our online shop,0.8897,3,3,0.5,0.5,6,0.75,0.75,1,3,0.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.domus.SC030,448642,mus_page448642_sent00025,ann_ex_00246,reopen_intent,20210304,look forward welcoming you again soon,come enjoy home made delights café rosaburn which offers selection light meals snacks you may picnic our riverside gardens where young children can play toys playhut fun sitting big red tractor,0.771,1,1,0.16667,0.16667,6,0.03226,0.03226,0.33333,1,0.166666667,0.03226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.0, 0.45]",F
mm.New.103,601250,mus_page601250_sent00113,ann_ex_00261,staff_hiring,20210304,we also real need more volunteers,read more latest blog more it we think andrew steeds involved migration museum volunteer trustee our projects manager best part decade,0.8802,2,3,0.5,0.33333,6,0.14286,0.09524,1,3,0.5,0.14286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(0.45, 1.01]",F
mm.mald.124,57721,mus_page57721_sent00019,ann_ex_00026,closed_cur,20210304,currently closed government advice,our places wales currently closed part national effort to bring coronavirus control,0.7923,2,2,0.5,0.5,4,0.16667,0.16667,0.33333,2,0.5,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.domus.WM031,694457,mus_page694457_sent00003,ann_ex_00246,reopen_intent,20210304,look forward welcoming you again soon,select department you want to search departments arts crafts automotive baby beauty personal care books computers digital music electronics kindle store prime video women fashion men fashion girls fashion boys fashion deals health household home kitchen industrial scientific luggage movies tv music cds vinyl pet supplies software sports outdoors tools home improvement toys games video games,0.6295,1,1,0.16667,0.16667,6,0.01786,0.01786,0.33333,1,0.166666667,0.01786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.0, 0.45]",F
mm.hha.001,35705,mus_page35705_sent00102,ann_ex_00206,open_onlineshop,20210304,visit our online shop,little ones can learn stars our members online crafting session children aged to saturday march evenings lates science,0.7378,2,2,0.5,0.5,4,0.11111,0.11111,0.5,2,0.5,0.11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.SW195,196595,mus_page196595_sent00133,ann_ex_00035,closed_cur,20210304,line national restrictions museum temporarily closed,family interactives removed galleries our costume gallery local history research room both temporarily closed,0.776,2,2,0.33333,0.33333,6,0.14286,0.14286,0.33333,2,0.333333333,0.14286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.ace.1258,740380,mus_page740380_sent00031,ann_ex_00036,closed_cur,20210304,line government restrictions remain closed now,line government guidance strawberry hill house temporarily closed,0.8265,3,2,0.33333,0.5,6,0.25,0.375,0.33333,3,0.5,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.aim.1023,441136,mus_page441136_sent00086,ann_ex_00275,staff_working,20210304,please contact museum information,supported email updates add your name email address to subscribe our regular email updates detailing upcoming events cinema museum,0.7754,1,1,0.25,0.25,4,0.05263,0.05263,0.5,1,0.25,0.05263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0.0, 0.45]",T
mm.domus.YH023,30503,mus_page30503_sent00010,ann_ex_00219,reopen_intent,20210304,open soon possible,ask@simt.co.uk thank you your continued support we look forward welcoming you back soon,0.8102,1,1,0.33333,0.33333,3,0.07692,0.07692,0.5,1,0.333333333,0.07692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.0, 0.45]",T
mm.domus.SW222,409752,mus_page409752_sent00007,ann_ex_00153,lang_difficulty,20210304,difficult time,overview opening times,0.654,0,1,0.5,0,2,0.33333,0,0.5,1,0.5,0.33333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.mald.124,57721,mus_page57721_sent00020,ann_ex_00036,closed_cur,20210304,line government restrictions remain closed now,safety our staff volunteers visitors local communities remains our priority we will continue to follow welsh government restrictions,0.8125,2,3,0.5,0.33333,6,0.16667,0.11111,0.66667,3,0.5,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
mm.wiki.357,1050500,mus_page1050500_sent00006,ann_ex_00045,closed_perm,20210304,scheduled to re located near future,museum now closed further notice due to tier restrictions we will keep you date our re opening soon more details available,0.8085,2,2,0.33333,0.33333,6,0.09524,0.09524,0.5,2,0.333333333,0.09524,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.ace.1099,150526,mus_page150526_sent00047,ann_ex_00111,funding_fundraise,20210304,your help needed covid,join today help protect nature places our care everyone ever,0.8086,1,1,0.25,0.25,4,0.1,0.1,0.33333,1,0.25,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.wiki.040,647027,mus_page647027_sent00055,ann_ex_00227,reopen_intent,20210304,we look forward seeing again,unable to see experience time available,0.8029,0,1,0.2,0,5,0.16667,0,0.5,1,0.2,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.0, 0.45]",F
mm.ace.1212,389210,mus_page389210_sent00015,ann_ex_00173,online_engag,20210304,follow us facebook instagram find flickr to see regular updates,latest news updates follow us twitter @rayleigh_mill,0.8682,3,3,0.3,0.3,10,0.42857,0.42857,0.5,3,0.3,0.42857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",T
mm.domus.WM104,389656,mus_page389656_sent00033,ann_ex_00181,online_event,20210304,tickets now sale our winter lecture series,also sale ice creams chocolates soft drinks,0.5355,1,1,0.14286,0.14286,7,0.14286,0.14286,0.5,1,0.142857143,0.14286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.MDN.012,963549,mus_page963549_sent00009,ann_ex_00182,online_event,20210304,home lecture,visit instagram home things to,0.6471,1,1,0.5,0.5,2,0.2,0.2,0.5,1,0.5,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",F
mm.domus.EM088,303832,mus_page303832_sent00211,ann_ex_00219,reopen_intent,20210304,open soon possible,you might also like jobs opens new window,0.8054,0,1,0.33333,0,3,0.125,0,0.5,1,0.333333333,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.0, 0.45]",F
mm.hha.127,624421,mus_page624421_sent00007,ann_ex_00245,reopen_intent,20210304,we look forward seeing again reopened,please see our current guidance visiting information our phased reopening plan what procedures place to keep you safe your visit sledmere,0.7901,0,2,0.33333,0,6,0.09524,0,0.5,2,0.333333333,0.09524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"(0.0, 0.45]",T
mm.mgs.334,717314,mus_page717314_sent00125,ann_ex_00277,staff_working,20210304,we continuing to work,his theoretical experimental work viscosity gases also undertaken these years culminated lecture royal society,0.7509,1,1,0.25,0.25,4,0.07143,0.07143,0.5,1,0.25,0.07143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"(0.0, 0.45]",F
mm.domus.NW168,359854,mus_page359854_sent00120,ann_ex_00117,funding_gov_emer,20210304,we very grateful financial support received main grant funders hm treasury,volunteer focus magazine corporate partnerships support us,0.778,1,1,0.09091,0.09091,11,0.14286,0.14286,0.33333,1,0.090909091,0.14286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.mgs.367,447911,mus_page447911_sent00029,ann_ex_00059,funding_did_not_get,20210304,charity we receive no core government funding,news trees future posted news funding award museum isles posted news clarsach competition invitation to enter posted news explore lorg mar deidhinn community coimhearsnachd,0.7275,1,1,0.14286,0.14286,7,0.04167,0.04167,0.5,1,0.142857143,0.04167,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.45]",F
mm.domus.NW074,675270,mus_page675270_sent00021,ann_ex_00153,lang_difficulty,20210304,difficult time,-please leave name phone number not answered our staff volunteers thank you your continued support these difficult times,0.787,1,2,1,0.5,2,0.11111,0.05556,1,2,1,0.11111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.45, 1.01]",T
