museum_id	url	source
mm.wiki.377	en-gb.facebook.com/hammerwoodpark1	ML
mm.domus.NW139	['www.facebook.com/whitakermuseum', 'en-gb.facebook.com/whitakermuseum']	Scrape
mm.domus.SE498	['www.facebook.com/portchestercastle', 'en-gb.facebook.com/castletakeawayportchester']	Scrape
mm.New.155	['www.facebook.com/swedenborghouse', 'en-gb.facebook.com/swedenborghouse']	Scrape
mm.wiki.395	no_resource	no_resource
mm.domus.SE374	['www.facebook.com/theameliatunbridgewells']	Scrape
mm.wiki.094	en-gb.facebook.com/DurhamMiners	ML
mm.misc.138	['www.facebook.com/pembroke.castle.co.uk', 'en-gb.facebook.com/pembroke.castle.co.uk/posts']	Scrape
mm.fcm.059	no_resource	no_resource
mm.misc.105	['www.facebook.com/yorkshireccc']	Scrape
mm.domus.NE004	['www.facebook.com/beamishlivingmuseum', 'en-gb.facebook.com/BeamishLivingMuseum']	Scrape
mm.domus.SE490	['www.facebook.com/fishermensmuseum', 'en-gb.facebook.com/fishermensmuseum']	Scrape
mm.domus.SC276	['www.facebook.com/pg/comunn-eachdraidh-nis-158299474181415/posts', 'www.facebook.com/comunn-eachdraidh-nis-158299474181415']	Scrape
mm.MDN.008	['www.facebook.com/goddardsatgreenwich', 'www.facebook.com/goddardsatgreenwich', 'en-gb.facebook.com/NTGoddards']	Scrape
mm.hha.187	['www.facebook.com/fonmoncastle', 'en-gb.facebook.com/FonmonCastle?ref=stream&viewer_id=0']	Scrape
mm.musa.102	en-gb.facebook.com/pages/category/History-Museum/Dan-Winters-Cottage-504521372916841	ML
mm.aim.0265	['www.facebook.com/discoverdownhamheritagecentre', 'en-gb.facebook.com/events/discover-downham-the-old-firestation-priory-road-downham-market-norfolk/downham-market-country-market-and-coffee-morning-2nd-march-2019/228884281349238']	Scrape
mm.domus.SC024	no_resource	no_resource
mm.aim.0107	en-gb.facebook.com/HeritageRefurbishment	ML
mm.wiki.084	en-gb.facebook.com/HouseOfMarblesPage/posts	ML
mm.mgs.362	['www.facebook.com/devilsporridge', 'en-gb.facebook.com/pages/category/History-Museum/devilsporridge/posts']	Scrape
mm.domus.WM124	no_resource	no_resource
mm.domus.SC264	['www.facebook.com/nacheritage', 'en-gb.facebook.com/North-Ayrshire-Heritage-and-Cultural-Services-317318258474943']	Scrape
mm.domus.SC159	['www.facebook.com/pages/mallaig-heritage-centre/302904899830396', 'en-gb.facebook.com/mallaigheritage/posts']	Scrape
mm.domus.SE023	en-gb.facebook.com/brentmuseumandarchives	ML
mm.domus.YH033	['www.facebook.com/baysgarthhousemuseum', 'en-gb.facebook.com/events/baysgarth-house/car-boot-sale/133693830500082']	Scrape
mm.domus.SE462	['www.facebook.com/pages/rye-art-gallery/256743697670855']	Scrape
mm.domus.SC069	['www.facebook.com/theargyllandsutherlandhighlandersregimentalmuseum', 'www.facebook.com/argyllsacf', 'www.facebook.com/visitstirlingcastle', 'en-gb.facebook.com/TheArgyllAndSutherlandHighlandersRegimentalMuseum']	Scrape
mm.domus.SC074	['www.facebook.com/theburrellcollection.glasgowmuseums', 'en-gb.facebook.com/TheBurrellCollection.GlasgowMuseums']	Scrape
mm.domus.SW150	['facebook.com/236237753091133', 'www.facebook.com/mtedgcumbe/photos/a.298253950222846/4004796866235184', 'www.facebook.com/236237753091133/posts/3996151810433023', 'www.facebook.com/mtedgcumbe/photos/a.298253950222846/3984665128248358', 'www.facebook.com/236237753091133/posts/3976202215761316', 'www.facebook.com/236237753091133/posts/3967826693265535', 'www.facebook.com/mtedgcumbe/photos/a.298253950222846/3959313544116850', 'www.facebook.com/236237753091133/posts/3954619391252932', 'www.facebook.com/236237753091133/posts/571983413766192', 'www.facebook.com/mtedgcumbe/photos/a.298253950222846/3944964465551758', 'www.facebook.com/mtedgcumbe/photos/a.298253950222846/3938734386174766', 'en-gb.facebook.com/mtedgcumbe']	Scrape
mm.aim.0105	['www.facebook.com/bognorregismuseum', 'en-gb.facebook.com/bognorregismuseum']	Scrape
mm.aim.0054	['www.facebook.com/bamburghcastle', 'en-gb.facebook.com/BamburghCastle']	Scrape
mm.domus.WM092	en-gb.facebook.com/SpodeMuseumTrustHeritageCentre	ML
mm.domus.WA027	en-gb.facebook.com/monmouthshirehall/community	ML
mm.domus.WM121	en-gb.facebook.com/cambrianheritagerailways/about	ML
mm.wiki.129	['www.facebook.com/hylandsweddings', 'en-gb.facebook.com/HylandsEstate']	Scrape
mm.domus.SC226	en-gb.facebook.com/Tolbooth-Art-Centre-622406617786407	ML
mm.wiki.203	['www.facebook.com/the-time-machine-museum-of-science-fiction-1867186926934684', 'en-gb.facebook.com/pages/category/Museum/The-Time-Machine-Museum-of-Science-Fiction-1867186926934684']	Scrape
mm.New.134	no_resource	no_resource
mm.domus.SE194	no_resource	no_resource
mm.aim.0941	no_resource	no_resource
mm.domus.SW236	en-gb.facebook.com/events/coleton-fishacre/coleton-aglow/258898044754337	ML
mm.aim.1245	['www.facebook.com/3riversmuseum', 'en-gb.facebook.com/threerivers.museumtrust']	Scrape
mm.ace.1181	['www.facebook.com/the-new-art-gallery-walsall-188206635511', 'en-gb.facebook.com/newartgallerywalsall']	Scrape
mm.New.123	no_resource	no_resource
mm.domus.SC027	no_resource	no_resource
mm.New.16	en-gb.facebook.com/castleinnpevenseybay	ML
mm.domus.SE208	no_resource	no_resource
mm.aim.0219	['www.facebook.com/kentandeastsussexrailway']	Scrape
mm.domus.YH045	['www.facebook.com/pages/worsbrough-mill-museum-country-park/318259298233686', 'en-gb.facebook.com/Worsbrough-Mill-Museum-Country-Park-318259298233686/posts']	Scrape
mm.domus.NW191	en-gb.facebook.com/hatworksmuseum	ML
mm.domus.SE006	['www.facebook.com/bethlemmuseumofthemind', 'en-gb.facebook.com/bethlemmuseumofthemind']	Scrape
mm.domus.SC281	no_resource	no_resource
mm.wiki.457	['www.facebook.com/braemarcastle', 'www.facebook.com/braemarcastle/photos/a.112257328790625/4686104411405871', 'www.facebook.com/braemarcastle/photos/a.112257328790625/4683392765010369', 'www.facebook.com/braemarcastle/photos/a.112257328790625/4671743909508588', 'www.facebook.com/braemarcastle/photos/a.112257328790625/4677579382258374', 'www.facebook.com/braemarcastle/photos/a.112257328790625/4675285555821090', 'www.facebook.com/heritagefundscotland', 'www.facebook.com/braemarcastle/photos/a.112257328790625/4671771359505843', 'en-gb.facebook.com/braemarcastle']	Scrape
mm.nimc.007	['www.facebook.com/nationaltrustmidulster']	Scrape
mm.domus.SC068	['www.facebook.com/carnegiemuseum', 'en-gb.facebook.com/carnegiemuseum']	Scrape
mm.musa.356	['www.facebook.com/alamy']	Scrape
mm.hha.157	['www.facebook.com/traquair.house', 'en-gb.facebook.com/traquair.house']	Scrape
mm.domus.SC017	['www.facebook.com/annanonline', 'en-gb.facebook.com/AnnanOnline']	Scrape
mm.domus.WA031	en-gb.facebook.com/Cyfarthfa	ML
mm.domus.SC038	['www.facebook.com/bwmuseum', 'en-gb.facebook.com/BWMuseum/about/?entry_point=page_nav_about_item&ref=page_internal']	Scrape
mm.fcm.027	['www.facebook.com/bournemouthofficial', 'en-gb.facebook.com/BmthAviationMuseum']	Scrape
mm.musa.271	['www.facebook.com/oldbrookpumpingstation']	Scrape
mm.misc.235	['www.facebook.com/kirkcudbrightgalleries', 'en-gb.facebook.com/kirkcudbrightgalleries/posts']	Scrape
mm.hha.155	['www.facebook.com/manderston-112262593512601']	Scrape
mm.domus.YH160	['www.facebook.com/eastriddlesdenhall', 'en-gb.facebook.com/eastriddlesdenhall']	Scrape
mm.domus.SW018	['www.facebook.com/87637917785/posts/10160707123607786', 'en-gb.facebook.com/FalmouthArtGallery']	Scrape
mm.domus.SC083	['www.facebook.com/falkirkcommunitytrust']	Scrape
mm.New.2	no_resource	no_resource
mm.domus.WA085	en-gb.facebook.com/museumcardiff/wall?filter=2	ML
mm.domus.SE503	['www.facebook.com/oxford-bus-museum-and-morris-motors-exhibition-222163815176073', 'en-gb.facebook.com/pages/category/Museum/Oxford-Bus-Museum-and-Morris-Motors-Exhibition-222163815176073']	Scrape
mm.ace.1287	['facebook.com/cheshammuseum', 'en-gb.facebook.com/CheshamMuseum/posts/thank-you-chesham-heritage-for-another-great-bit-of-chesham-history-check-out-ou/10155461865207476']	Scrape
mm.domus.NW125	en-gb.facebook.com/Grosvenor-Museum-and-Stretton-Watermill-192217987479898/about	ML
mm.musa.145	['www.facebook.com/gloucestershirewarwickshirerailway', 'en-gb.facebook.com/gloucestershirewarwickshirerailway/?rf=773914605966953']	Scrape
mm.musa.352	no_resource	no_resource
mm.domus.SC288	en-gb.facebook.com/pages/category/Community/Methil-Heritage-Friends-474172189324052/posts	ML
mm.aim.0583	en-gb.facebook.com/bucklershard	Both
mm.mgs.288	no_resource	no_resource
mm.domus.SE011	['www.facebook.com/hadhammuseum', 'en-gb.facebook.com/HadhamMuseum']	Scrape
mm.musa.216	['en-gb.facebook.com/manorfarm', 'en-gb.facebook.com/ManorFarm']	Scrape
mm.domus.SC180	en-gb.facebook.com/TheRHFMuseum	ML
mm.domus.EM097	no_resource	no_resource
mm.domus.NE078	no_resource	no_resource
mm.domus.SW208	['www.facebook.com/cloudshillnationaltrust']	Scrape
mm.domus.EM016	['www.facebook.com/nottinghamcastle', 'en-gb.facebook.com/NottinghamCastle']	Scrape
mm.hha.121	['www.facebook.com/castlehoward', 'en-gb.facebook.com/castlehoward/?fref=mentions&rf=105515506148262']	Scrape
mm.wiki.153	['www.facebook.com/thebritishmonarchy', 'www.facebook.com/thebritishmonarchy', 'en-gb.facebook.com/Buckingham.Palace']	Scrape
mm.aim.1136	['//www.facebook.com/pages/the-national-brewery-centre/102668619791168', 'en-gb.facebook.com/nationalbrewery']	Scrape
mm.musa.390	['www.facebook.com/worldofcountrylife', 'en-gb.facebook.com/worldofcountrylife']	Scrape
mm.domus.EM017	en-gb.facebook.com/nottingham.natural.history.museum	ML
mm.ace.1241	['www.facebook.com/artskeele', 'www.facebook.com/keeleuniversity']	Scrape
mm.wiki.364	en-gb.facebook.com/khaskenilworth	ML
mm.ace.1123	no_resource	no_resource
mm.wiki.177	['www.facebook.com/thelasttuesdaysociety']	Scrape
mm.ace.1098	['www.facebook.com/britishschoolsmuseum', 'en-gb.facebook.com/BritishSchoolsMuseum']	Scrape
mm.wiki.467	['www.facebook.com/ellislandmuseum', 'en-gb.facebook.com/pages/category/Nonprofit-Organization/ellislandfarm/posts']	Scrape
mm.domus.SE351	en-gb.facebook.com/NatMuseumRN	ML
mm.ace.1140	en-gb.facebook.com/pages/category/Community/Immingham-Museum-Heritage-Centre-1756405694647545	ML
mm.domus.SC220	no_resource	no_resource
mm.domus.YH085	['www.facebook.com/scarboroughmuseums']	Scrape
mm.musa.230	['www.facebook.com/derbyshirecc']	Scrape
mm.domus.SW162	['www.facebook.com/museumbatharchitecture']	Scrape
mm.domus.SW229	no_resource	no_resource
mm.misc.032	en-gb.facebook.com/pages/category/History-Museum/The-Micro-Museum-1519640484917595	ML
mm.hha.024	['www.facebook.com/goodwood-estate-191255834248488', 'en-gb.facebook.com/GoodwoodEstate/about']	Scrape
mm.domus.YH153	['www.facebook.com/brodsworthhallandgardens', 'en-gb.facebook.com/brodsworthhallandgardens']	Scrape
mm.wiki.238	no_resource	no_resource
mm.domus.SC217	no_resource	no_resource
mm.mgs.410	en-gb.facebook.com/TheHirselCraftCentre	ML
mm.ace.1143	en-gb.facebook.com/FelixstoweMuseum	ML
mm.New.21	['www.facebook.com/paralympicheritage', 'en-gb.facebook.com/ParalympicHeritage']	Scrape
mm.domus.SE478	['www.facebook.com/audleyend', 'en-gb.facebook.com/audleyend?rf=323025214379924']	Scrape
mm.aim.0314	['www.facebook.com/emerywalkertrust', 'en-gb.facebook.com/EmeryWalkerTrust']	Scrape
mm.mgs.372	en-gb.facebook.com/NHSTayside/posts/dundee-royal-infirmary-a-history-in-old-photographsa-new-book-to-mark-the-20th-a/2089135381138263	ML
mm.musa.016	['www.facebook.com/universityoftheartslondon']	Scrape
mm.domus.SE067	['www.facebook.com/westminsterabbeylondon', 'en-gb.facebook.com/WestminsterAbbeyLondon']	Scrape
mm.domus.EM061	en-gb.facebook.com/wellingboroughmuseum/posts	ML
mm.domus.SE064	['www.facebook.com/royalanglianregmuseum', 'en-gb.facebook.com/RoyalAnglianRegMuseum']	Scrape
mm.domus.SE111	en-gb.facebook.com/LynnMuseumNorfolk	ML
mm.misc.076	['www.facebook.com/arraspaysdartois', 'en-gb.facebook.com/pages/category/History-Museum/bullecourt-museum-15449368343']	Scrape
mm.aim.0295	['www.facebook.com/eastchurchaviationmuseum']	Scrape
mm.misc.228	en-gb.facebook.com/ScottMonumentEdinburgh/reviews	ML
mm.domus.SC005	no_resource	no_resource
mm.hha.193	['www.facebook.com/lissanhouse', 'en-gb.facebook.com/lissanhouse']	Scrape
mm.fcm.235	no_resource	no_resource
mm.domus.WM127	en-gb.facebook.com/theironbridgegorgemuseums/posts/enginuity-jackfield-tile-museum-museum-of-the-gorge-and-the-museum-gift-shop-are/10152153887109207	ML
mm.fcm.073	['www.facebook.com/pencilmuseum', 'www.facebook.com/derwentartofficial', 'en-gb.facebook.com/pencilmuseum']	Scrape
mm.aim.1093	['facebook.com/bbcradiowales/videos/10156665888665715', 'www.facebook.com/national-historic-ships-uk-158543777519252']	Scrape
mm.aim.0074	no_resource	no_resource
mm.domus.SE412	['www.facebook.com/wycombemuseum', 'en-gb.facebook.com/WycombeMuseum']	Scrape
mm.musa.075	en-gb.facebook.com/carshaltonwatertower	ML
mm.wiki.031	no_resource	no_resource
mm.ace.1298	['www.facebook.com/scientificamerican', 'en-gb.facebook.com/No42TAP/about']	Scrape
mm.ace.390	no_resource	no_resource
mm.domus.NE020	['www.facebook.com/thisisdurham', 'en-gb.facebook.com/pages/category/History-Museum/DurhamMuseum/about']	Scrape
mm.wiki.289	['www.facebook.com/sandringham1870-359634331480583']	Scrape
mm.domus.SE346	['www.facebook.com/shipwreckmuseumhastings', '//www.facebook.com/shipwreckmuseumhastings', 'en-gb.facebook.com/ShipwreckMuseumHastings']	Scrape
mm.hha.178	no_resource	no_resource
mm.New.153	no_resource	no_resource
mm.New.57	en-gb.facebook.com/NorfolkMuseumOfFreemasonry	ML
mm.musa.322	en-gb.facebook.com/stivestate	ML
mm.aim.0050	no_resource	no_resource
mm.ace.1215	['www.facebook.com/maidenheadheritage', 'en-gb.facebook.com/MaidenheadHeritage']	Scrape
mm.aim.0892	no_resource	no_resource
mm.misc.237	en-gb.facebook.com/BenburbPriory/posts/a-fantastic-development-for-the-benburb-priory-library-and-museum-heritage-lotte/1411577202196258	ML
mm.MDN.009	['www.facebook.com/yorkbunker']	Scrape
mm.domus.SE204	['www.facebook.com/bucksmuseum']	Scrape
mm.domus.EM064	en-gb.facebook.com/JewryWallMuseum	ML
mm.domus.NW104	en-gb.facebook.com/sudleyhouse	ML
mm.domus.SE561	['www.facebook.com/frinton-walton-heritage-trust-200383990002026']	Scrape
mm.hha.101	en-gb.facebook.com/papplewickhall	ML
mm.misc.011	en-gb.facebook.com/lythamlifeboatmuseum	ML
mm.domus.SE447	['www.facebook.com/hcavmuseum', 'www.facebook.com/hcavmuseum', 'en-gb.facebook.com/HCavMuseum']	Scrape
mm.mald.132	['www.facebook.com/risca-museum-1000625513283741', 'en-gb.facebook.com/Risca-Museum-1000625513283741/about']	Scrape
mm.mgs.278	en-gb.facebook.com/pages/category/Museum/Insch-Connection-Museum-404694466213204	ML
mm.aim.1304	['www.facebook.com/wkmuseum', 'en-gb.facebook.com/RAF-West-Kirby-1759392587621782']	Scrape
mm.domus.YH113	['www.facebook.com/calderdaleindustrial', 'en-gb.facebook.com/groups/103361409763872']	Scrape
mm.domus.SE209	['www.facebook.com/epsomewellbc']	Scrape
mm.mald.052	no_resource	no_resource
mm.aim.1289	en-gb.facebook.com/walthamstowpumphousemuseum	ML
mm.domus.SC266	no_resource	no_resource
mm.New.121	['www.facebook.com/thebirminghamoratory']	Scrape
mm.fcm.239	['www.facebook.com/norfolkandsuffolkbroads', 'en-gb.facebook.com/Norfolkfiremuseum/posts']	Scrape
mm.aim.0568	['www.facebook.com/lymmheritage', 'www.facebook.com/groups/2100536933331842', 'facebook.com/lymmheritage', 'en-gb.facebook.com/lymmheritage']	Scrape
mm.domus.NW164	['en-gb.facebook.com/phmmcr']	Scrape
mm.domus.WM119	en-gb.facebook.com/nortoncollection	ML
mm.domus.SE084	en-gb.facebook.com/WestBerkshireMuseum	ML
mm.domus.NW057	['www.facebook.com/hyndburn', 'en-gb.facebook.com/HaworthArtGalleryAccrington']	Scrape
mm.wiki.350	['www.facebook.com/pg/roughamtowerassociation', 'www.facebook.com/groups/946382902121928', 'www.facebook.com/rougham control tower aviation museum', 'en-gb.facebook.com/RoughamTowerAssociation']	Scrape
mm.domus.SC236	['www.facebook.com/thefalconermuseum']	Scrape
mm.domus.NW014	['www.facebook.com/pages/the-atkinson/376539112436921', 'www.facebook.com/theatkinsonsouthport']	Scrape
mm.domus.SE360	en-gb.facebook.com/thestainedglassmuseum	ML
mm.ace.1255	no_resource	no_resource
mm.aim.0983	en-gb.facebook.com/cromfordmills/?ref=page_internal	ML
mm.aim82M.028	['www.facebook.com/jmn1news', 'facebook.com/329824787680941', 'www.facebook.com/329824787680941/posts/795159557814126', 'www.facebook.com/329824787680941/posts/794896061173809', 'www.facebook.com/329824787680941/posts/794116641251751']	Scrape
mm.musa.326	no_resource	no_resource
mm.domus.SW183	['www.facebook.com/marazionmuseum', 'www.facebook.com/pages/marazion/376258795874658', 'en-gb.facebook.com/MarazionMuseum']	Scrape
mm.wiki.232	['www.facebook.com/wheelsoftime', 'www.facebook.com/rosestreetcottage', 'en-gb.facebook.com/RoseStreetCottage']	Scrape
mm.domus.SE585	['www.facebook.com/wrugbymuseum', 'en-gb.facebook.com/wrugbymuseum']	Scrape
mm.fcm.148	['www.facebook.com/pages/london-film-museum/279280433137', 'www.facebook.com/jamesbond007', 'en-gb.facebook.com/pages/category/Community-Museum/London-Film-Museum-279280433137']	Scrape
mm.ace.1142	no_resource	no_resource
mm.hha.118	['www.facebook.com/boltoncastle1', 'www.facebook.com/boltoncastle1', 'en-gb.facebook.com/BoltonCastle']	Scrape
mm.ace.1285	no_resource	no_resource
mm.wiki.187	['www.facebook.com/eastlancsrly', 'en-gb.facebook.com/BuryTransportMuseum']	Scrape
mm.New.161	no_resource	no_resource
mm.New.119	no_resource	no_resource
mm.aim.1326	en-gb.facebook.com/winchestercollegetreasury	ML
mm.domus.SE424	['www.facebook.com/lowestoftmuseum', 'en-gb.facebook.com/LowestoftMaritimeMuseum']	Scrape
mm.wiki.327	no_resource	no_resource
mm.domus.SE130	no_resource	no_resource
mm.ace.1192	no_resource	no_resource
mm.domus.SE143	['en-gb.facebook.com/pallantgallery', 'en-gb.facebook.com/pallanthousegallerybookshop']	Scrape
mm.musa.243	['www.facebook.com/pitmeddengarden']	Scrape
mm.domus.EM109	no_resource	no_resource
mm.domus.NW005	no_resource	no_resource
mm.misc.042	en-gb.facebook.com/TyGwynynAbermo	ML
mm.domus.WA046	['www.facebook.com/llanyrafonmanor', 'en-gb.facebook.com/LlanyrafonManor']	Scrape
mm.mald.014	['www.facebook.com/visitblaenavon', 'en-gb.facebook.com/blaenavonmuseum']	Scrape
mm.wiki.371	en-gb.facebook.com/earlswoodhistory	ML
mm.domus.SW155	['www.facebook.com/natureinartofficial', 'www.facebook.com/pages/nature-in-art/291223436688']	Scrape
mm.domus.WM057	['www.facebook.com/elgarbirthplace', 'en-gb.facebook.com/elgarbirthplace/about']	Scrape
mm.wiki.213	no_resource	no_resource
mm.domus.NW160	['www.facebook.com/millomdiscoverycentre', 'www.facebook.com/millomhac', 'en-gb.facebook.com/pages/category/Museum/MillomDiscoveryCentre/posts']	Scrape
mm.domus.SE298	['www.facebook.com/hbc-hastings-museum-art-gallery-218155741717952', 'en-gb.facebook.com/pages/category/Museum/Hastings-Museum-Art-Gallery-218155741717952']	Scrape
mm.aim.0234	['www.facebook.com/cotswoldmotoringmuseum', 'en-gb.facebook.com/pages/category/Museum/CotswoldMotoringMuseum/about']	Scrape
mm.musa.293	['www.facebook.com/royalmilitaryacademysandhurst', 'en-gb.facebook.com/RoyalMilitaryAcademySandhurst/?rf=367616596639842']	Scrape
mm.misc.103	no_resource	no_resource
mm.domus.SE310	en-gb.facebook.com/ColchesterCastle/about	ML
mm.domus.SE027	['www.facebook.com/burghhouse1704', 'en-gb.facebook.com/BurghHouse1704/posts']	Scrape
mm.domus.NW026	['www.facebook.com/cheshiremilitarymuseum', 'en-gb.facebook.com/cheshiremilitarymuseum']	Scrape
mm.domus.SE088	['www.facebook.com/royalmuseumsgreenwich', 'en-gb.facebook.com/nationalmaritimemuseum']	Scrape
mm.wiki.127	['www.facebook.com/thegibberdgallery', 'en-gb.facebook.com/TheGibberdGallery/photos/harlow-art-trust-is-hiring-we-are-looking-for-an-enthusiastic-project-coordinato/2061103613901039']	Scrape
mm.wiki.502	no_resource	no_resource
mm.domus.SW082	['www.facebook.com/no1royalcrescent']	Scrape
mm.domus.YH035	en-gb.facebook.com/bradfordmuseums/photos	ML
mm.aim.0811	['www.facebook.com/pages/rockingham-castle/357682611663', 'en-gb.facebook.com/rockinghamcastle']	Scrape
mm.mald.152	['www.facebook.com/ntpembs']	Scrape
mm.aim.0340	['www.facebook.com/firinglinemuseum', 'en-gb.facebook.com/FiringLineMuseum/posts']	Scrape
mm.domus.YH170	['www.facebook.com/rievaulxabbey', 'en-gb.facebook.com/rievaulxabbey']	Scrape
mm.wiki.320	en-gb.facebook.com/pages/category/History-Museum/Market-Drayton-Museum-and-Resource-Centre-744883242237445	ML
mm.hha.115	['www.facebook.com/harvington']	Scrape
mm.ace.399	['www.facebook.com/greenwichmca', 'www.facebook.com/charlton-house-153020371457577', 'en-gb.facebook.com/royalmuseumsgreenwich']	Scrape
mm.domus.SE564	['www.facebook.com/redbridgemuseum', 'www.facebook.com/redbridgelive', 'en-gb.facebook.com/redbridgemuseum']	Scrape
mm.misc.081	no_resource	no_resource
mm.ace.1166	['www.facebook.com/romanalcester', 'en-gb.facebook.com/RomanAlcester/community']	Scrape
mm.domus.SE394	['www.facebook.com/hsmoxford', 'en-gb.facebook.com/HSMOxford']	Scrape
mm.ace.1259	no_resource	no_resource
mm.musa.292	['www.facebook.com/rca.conwy']	Scrape
mm.domus.SE036	['www.facebook.com/pages/milton-keynes-museum/101231029955872', 'en-gb.facebook.com/mkmuseum']	Scrape
mm.fcm.158	['www.facebook.com/mamm.iom']	Scrape
mm.domus.NW048	en-gb.facebook.com/LancasterMaritimeMuseum	ML
mm.musa.129	['www.facebook.com/undergroundpassages', 'www.facebook.com/exetercitycouncil', 'en-gb.facebook.com/UndergroundPassages']	Scrape
mm.domus.WM097	en-gb.facebook.com/leominstermuseum	ML
mm.mgs.346	['www.facebook.com/smashotpaisley', 'www.facebook.com/paisleyis']	Scrape
mm.domus.WA074	['www.facebook.com/parcglynllifon', 'www.facebook.com/cyngorgwyneddcouncil', 'en-gb.facebook.com/pages/category/Park/parcglynllifon/posts']	Scrape
mm.domus.NE080	['www.facebook.com/museumofhartlepool', 'en-gb.facebook.com/museumofhartlepool']	Scrape
mm.domus.NW145	['www.facebook.com/manchestermuseum', 'en-gb.facebook.com/ManchesterMuseum']	Scrape
mm.aim.0723	['www.facebook.com/oswestrytownmuseum', 'en-gb.facebook.com/OswestryTownMuseum']	Scrape
mm.aim.0336	['www.facebook.com/fileyhistory']	Scrape
mm.New.107	['www.facebook.com/silverstoneexp', 'en-gb.facebook.com/SilverstoneExp/?hc_location=ufi']	Scrape
mm.aim.0099	no_resource	no_resource
mm.New.41	['www.facebook.com/belfastcitycouncil', 'en-gb.facebook.com/RedheadConferenceandExhibition']	Scrape
mm.domus.YH096	['www.facebook.com/yorkartgallery', 'en-gb.facebook.com/yorkartgallery']	Scrape
mm.domus.SW161	['www.facebook.com/fairlynch', 'en-gb.facebook.com/Fairlynch']	Scrape
mm.ace.1138	['www.facebook.com/segedunum', 'www.facebook.com/segedunum', 'en-gb.facebook.com/segedunum']	Scrape
mm.aim.0172	['www.facebook.com/museumofcarpet', 'en-gb.facebook.com/museumofcarpet']	Scrape
mm.aim.1051	['www.facebook.com/dromolandcastle']	Scrape
mm.aim.1316	['www.facebook.com/sportingheritagecic']	Scrape
mm.fcm.124	['www.facebook.com/mountfitchet-castle-186992858320986', 'en-gb.facebook.com/people/mountfitchet-castle/1398533179']	Scrape
mm.domus.NE082	en-gb.facebook.com/NTOrmesbyHall	ML
mm.wiki.468	en-gb.facebook.com/thewhithorntrust/posts	ML
mm.musa.366	no_resource	no_resource
mm.mgs.375	['www.facebook.com/rossofmullhistoricalcentre']	Scrape
mm.domus.NW011	['www.facebook.com/visitmanchester', 'www.facebook.com/friendsofheatonhall', 'en-gb.facebook.com/FriendsofHeatonHall']	Scrape
mm.domus.SE555	no_resource	no_resource
mm.hha.071	['www.facebook.com/likehedinghamcastle', 'en-gb.facebook.com/likehedinghamcastle']	Scrape
mm.misc.110	en-gb.facebook.com/theironbridgegorgemuseums/posts	ML
mm.nimc.043	['www.facebook.com/meaboroughcouncil']	Scrape
mm.mgs.308	no_resource	no_resource
mm.domus.YH094	['www.facebook.com/yorkcastlemuseum', 'en-gb.facebook.com/yorkcastlemuseum']	Scrape
mm.fcm.257	no_resource	no_resource
mm.wiki.376	no_resource	no_resource
mm.hha.194	no_resource	no_resource
mm.wiki.016	no_resource	no_resource
mm.domus.EM104	['www.facebook.com/charnwoodmuseum', 'en-gb.facebook.com/CharnwoodMuseum']	Scrape
mm.domus.SE291	['www.facebook.com/hertfordmuseum', 'en-gb.facebook.com/hertfordmuseum']	Scrape
mm.domus.SE559	['www.facebook.com/upparknt', 'en-gb.facebook.com/UpparkNT']	Scrape
mm.domus.WM019	no_resource	no_resource
mm.ace.1251	['www.facebook.com/weststow', 'en-gb.facebook.com/weststow/?hc_location=ufi']	Scrape
mm.hha.191	['www.facebook.com/picton-castle-gardens-208564866288822']	Scrape
mm.domus.NI002	['www.facebook.com/downcountymuseum', 'en-gb.facebook.com/DownCountyMuseum']	Scrape
mm.aim.0578	en-gb.facebook.com/Masonsmcr	ML
mm.misc.048	['www.facebook.com/pages/titanic-inverness-maritime-museum/440587216059088']	Scrape
mm.New.130	no_resource	no_resource
mm.domus.SC290	['facebook.com/talbotricegallery', 'en-gb.facebook.com/talbotricegallery']	Scrape
mm.aim.0282	en-gb.facebook.com/DumfriesAviationMuseum/about	ML
mm.hha.070	['www.facebook.com/eltonhalluk', 'en-gb.facebook.com/thesecretgardeneltonhall']	Scrape
mm.musa.361	['www.facebook.com/turnpikeleigh', 'en-gb.facebook.com/TurnpikeLeigh']	Scrape
mm.domus.SW029	['www.facebook.com/coriniummuseum', 'en-gb.facebook.com/CoriniumMuseum']	Scrape
mm.domus.EM023	en-gb.facebook.com/greenswindmill/?rf=138735419488241	ML
mm.domus.EM018	en-gb.facebook.com/wollatonhall	ML
mm.ace.1262	en-gb.facebook.com/ForgeMuseum	ML
mm.aim.1352	['www.facebook.com/favershamsoc']	Scrape
mm.musa.169	['//facebook.com/heckingtonwindmill', '//facebook.com/heckingtonwindmill', 'en-gb.facebook.com/HeckingtonWindmill']	Scrape
mm.musa.222	no_resource	no_resource
mm.musa.294	en-gb.facebook.com/events/royal-naval-patrol-service-association-museum/ride-of-remembrance-rideout-to-rnps-museum-lowestoft/466023457133470	ML
mm.ace.1131	['www.facebook.com/royalacademy', 'en-gb.facebook.com/royalacademy']	Scrape
mm.hha.096	['www.facebook.com/deenepark', 'en-gb.facebook.com/DeenePark/posts']	Scrape
mm.domus.EM079	no_resource	no_resource
