
"Dingles Fairground Heritage Centre","PL16 0AT","1986"
"Dingwall Museum","IV15 9RY","1975"
"Dinosaur Expeditions C.i.c.","PO30 4PG","2013"
"Dinosaur Isle","PO36 8QA","2001"
"Dinosaur Museum","DT1 1EW","1984"
"Dinosaurland Fossil Museum","DT7 3PY","1989"
"Dinting Railway Centre","SK13 7GA","1968"
"Discover Downham","PE38 9JS","2016"
"Discover Stamford","PE9 2BB","2012"
"Discovery Museum","NE1 4JA","1934"
"Discovery Point","DD1 4XA","1985"
"Diseworth Heritage Centre","DE74 2QF","2009"
"Diss Museum","IP22 4AB","1969"
"Ditchling Museum Of Art + Craft","BN6 8SP","1985"
"Diving Museum","PO12 2QU","2011"
"Dobsons Windmill And Burgh Le Marsh Heritage Centre","PE24 5JT","1965"
"Dock Museum","LA14 2PW","1994"
"Doddington Hall","LN6 4RU","1954"
"Dodington Carriage Museum","BS37 6SA","1970"
"Doll Museum & Model Railway","LL30 1BW","1974"
"Dollar Museum","FK14 7AY","1988"
"Dolls In Wonderland","BN1 1NA","1960-1976"
"Dolphin Sailing Barge Museum","ME10 3SN","1968"
"Doncaster Museum And Art Gallery","DN1 2AE","1909"
"Donington Grand Prix Exhibition","DE74 2RP","1973"
"Doon Valley Museum","KA6 7QY","1986"
"Dorchester Abbey Museum","OX10 7HH","1959"
"Dorfold Hall","CW5 8LD","1950-1959"
"Dorich House Museum","SW15 3RN","1994"
"Dorking Museum and Heritage Centre","RH4 1BS","1976"
"Dorman Memorial Museum","TS5 6LA","1904"
"Dorney Court","SL4 6QP","1981"
"Dorset County Museum","DT1 1XA","1846"
"Doughty Museum","DN31 1HX","1958"
"Douglas Heritage Museum","ML11 0QH","1993"
"Doune Motor Museum","FK16 6HG","1970"
"Dove Cottage And The Wordsworth Museum","LA22 9SH","1891"
"Dover Castle","CT16 1HU","1904"
"Dover Museum And Bronze Age Boat Gallery","CT16 1PH","1837"
"Dover Transport Museum","CT16 2HQ","1980"
"Dovery Manor Museum","TA24 8QB","1960-2017"
"Down County Museum","BT30 6AH","1980"
"Down House","BR6 7JT","1929"
"Downpatrick & County Down Railway","BT30 6LZ","1985"
"Dr Jenners House, Museum And Garden","GL13 9BH","1968"
"Dr Johnsons House","EC4A 3DE","1911"
"Dr. Griersons Museum","DG3 5NH","1872"
"Droitwich Spa Heritage Centre","WR9 8DS","1980"
"Drumlanrig Castle","DG3 4AQ","1976"
"Drusillas Museum","BN26 5QS","1945-1979"
"Duart Castle","PA64 6AP","1960-2017"
"Dudley Canal And Tunnels","DY1 4SB","2015"
"Dudley Museum at The Archives","DY1 4SQ","1883"
"Dudmaston Hall","WV15 6QN","1980"
"Duff House","AB45 3SX","1995"
"Dufftown Museum","AB55 4AD","1976"
"Dufftown Whisky Museum","AB55 4AE","2002"
"Dukes Wood Oil Museum","NG23 5QX","1960-2017"
"Dulwich Picture Gallery","SE21 7AD","1811"
"Dumfries & Galloway Aviation Museum","DG1 3PH","1977"
"Dumfries House","KA18 2NJ","2008"
"Dumfries Museum","DG2 7SW","1862"
"Dunaskin Open-air Industrial Museum","KA6 7JF","1990-1999"
"Dunbar Town House Museum","EH42 1ER","1992"
"Dunbeath Heritage Centre","KW6 6ED","1985"
"Dunblane Museum","FK15 0AQ","1943"
"Duncan Edwards Museum","DY1 1LQ","2020"
"Dundee Museum Of Transport","DD1 3LA","2014"
"Dundonald Castle Museum","KA2 9HD","1994"
"Dunfermline Carnegie Library & Galleries","KY12 7NL","2017"
"Dunfermline Museum & Small Gallery","KY12 7HY","1961"
"Dunham Massey","WA14 4SJ","1978"
"Dunhill Museum & Archive","W1U 3AY","1902-1959"
"Dunimarle Museum","KY12 8JN","1872"
"Dunkeld Cathedral Chapter House Museum","PH8 0AW","1994"
"Dunkeswell Memorial Museum","EX14 4RD","1997"
"Dunkirk Mill","GL5 5HH","2001"
"Dunninald Castle & Gardens","DD10 9TD","1960-2017"
"Dunollie House","PA34 5TT","2012"
"Dunoon Castle House Museum","PA23 7HH","1998"
"Dunrobin Castle Museum","KW10 6SF","1973"
"Dunsland","EX22 7YE","1945-1960"
"Dunster Castle","TA24 6SL","1960-1976"
"Dunster Dolls Museum","TA24 6SF","1971"
"Dunvegan Castle","IV55 8WF","1945-1960"
"Dunwich Museum","IP17 3DT","1935"
"Durham Castle, University College Durham","DH1 3RW","1832"
"Durham Light Infantry Museum","DH1 5TU","1969"
"Durham Miners Heritage Centre","DH1 4PJ","2008"
"Durham Mining Museum","DL16 6DG","2006"
"Durham Museum And Heritage Centre","DH1 3ET","1975"
"Durham University Museum Of Archaeology","DH1 3RN","1833"
"Durham University Oriental Museum","DH1 3TH","1960"
"Dursley Heritage Centre","GL11 4BS","2005"
"Dutch Cottage Museum","SS8 0QD","1963"
"Dyehouse Gallery","BD7 1AY","1992"
"Dyke Nook Farm Museum","CA16 6NS","1945-1986"
"Dylan Thomas Boathouse","SA33 4SD","1975"
"Dylan Thomas Centre","SA1 1RR","1995"
"Dyrham Park","SN14 8ER","1961"
"Earby Lead Mining Museum","BB18 6QH","1971"
"Earls Barton Museum Of Local Life","NN6 0DH","2001"
"Earls Colne Heritage Museum","CO6 2SZ","2005"
"Earlswood Village Museum","B94 6DB","1977"
"Easdale Island Folk Museum","PA34 4TB","1980"
"East Anglia Transport Museum","NR33 8BL","1972"
"East Anglian Photographic Collection","NR4 7TJ","1976-1978"
"East Anglian Railway Museum","CO6 2DS","1986"
"East Church Aviation Annex","ME12 1RW","2015"
"East Cowes Heritage Centre","PO32 6EP","1992"
"East Essex Aviation Society And Museum Of The 40s","CO16 8NG","1986"
"East Grinstead Museum","RH19 3BJ","1976"
"East Lancashire Regiment Gallery, Blackburn","BB1 7AJ","1935"
"East Midlands Aeropark","DE74 2PS","2001"
"East Pool Mine","TR15 3ED","1965-1967"
"East Riddlesden Hall","BD20 5EL","1934"
"East Somerset Railway","BA4 4QP","1974"
"East Surrey Museum","CR3 6JG","1980"
"Eastbourne Heritage Centre","BN21 4JJ","1985"
"Eastgate House","ME1 1ER","1923"
"Eastleigh Museum","SO5 5LF","1986"
"Eastney Beam Engine House","PO4 9JF","1972"
"Easton Farm Park","IP13 0EQ","1974"
"Ebbw Vale Works Museum","NP23 6DN","1998"
"Eden Camp - Modern History Theme Museum","YO17 6RT","1987"
"Eden Valley Museum","TN8 5AR","2000"
"Edinburgh Castle","EH1 2NG","1830-1839"
"Edinburgh College Of Art","EH3 9DF","1960-2017"
"Edinburgh Police Museum","EH1 1QS","1960-2013"
"Edinburgh Wax Museum","EH1 1QS","1976"
"Edmonsham House & Gardens","BH21 5RE","1960-2017"
"Effingham Park Motor Museum","RH10 3EU","1977"
"Egham Museum","TW20 9EW","1968"
"Egypt Centre","SA2 8PP","1976"
"Ein Hanes (Our History)","SA65 9HA","2016"
"Electric Railway Museum","CV3 4FR","2007"
"Elgin Cathedral Museum","IV30 1HU","1939"
"Elgin Museum","IV30 1EQ","1843"
"Elham Valley Countryside Centre And Railway Museum","CT18 8AZ","1980-1989"
"Eling Experience","SO40 3AP","1980"
"Elizabeth Castle","JE2 3NW","1976"
"Elizabeth Garrett Anderson Gallery","NW1 2AY","2011"
"Elizabeth Gaskells House","M13 9LW","2014"
"Elizabethan Exhibition Gallery","WF1 1QW","1980"
"Elizabethan House Museum","NR30 2QH","1951"
"Elizabethan House","PL1 2NA","1930"
"Ellenroad Engine House","OL16 4LG","1986"
"Elliotts Grocery Store","PL12 6JQ","1999"
"Ellisland Farm","DG2 0RP","1850-1900"
"Ellys Manor House","NG33 5DP","2008"
"Elmbridge Museum","KT10 9SD","1909"
"Elsecar Heritage Centre","S74 8HJ","1994"
"Elstow Moot Hall","MK42 9XT","1951"
"Elstree & Boreham Wood Museum","WD6 1EB","2000"
"Eltham Palace","SE9 5QE","1999"
"Elton Hall","PE8 6SH","1945-1960"
"Ely Museum","CB7 4LS","1973"
"Embsay & Bolton Abbey Steam Railway","BD23 6AF","1981"
"Emery Walker's House","W6 9TS","2005"
"Emsworth Museum","PO10 7DD","1988"
"Enfield Museum","EN2 6DS","2010"
"Enginuity","TF8 7DQ","2002"
"Englesea Brook Chapel & Museum Of Primitive Methodism","CW2 5QW","1986"
"Epping Forest District Museum","EN9 1EL","1981"
"Epworth Old Rectory","DN9 1HX","1957"
"Erasmus Darwin House","WS13 7AD","1999"
"Erddig","LL13 0YT","1973"
"Erewash Museum","DE7 5JA","1981"
"Erith Museum","DA8 1RS","1934"
"Essex Fire Museum","RM17 5QS","2007"
"Essex Police Museum","CM2 6DA","1992"
"Essex Regiment Museum","CM2 9AQ","1935"
"Eton Natural History Museum","SL4 6EW","1875"
"Etruria Industrial Museum","ST1 4RB","1989"
"Euston Hall","IP24 2QP","1960-2017"
"Exeter City Football Club Museum","EX4 6PX","2019"
"Exeter Maritime Museum","EX2 4AN","1969"
"Exeters Underground Passages","EX1 1GA","1932"
"Exmoor Classic Car Museum","TA24 8PS","2000"
"Exmouth Museum","EX8 1PW","1985"
"Experience Barnsley","S70 2TA","2012"
"Explosion! The Museum Of Naval Firepower","PO12 4LE","2001"
"Eyam Museum","S32 5QP","1994"
"Eyemouth Maritime Centre","TD14 5SS","2007"
"Eyemouth Museum","TD14 5JE","1982"
"F.e. Mcwilliam Gallery And Studio","BT32 3NB","2009"
"Fairfax House Museum","YO1 9RN","1984"
"Fairlynch Museum","EX9 6NP","1967"
"Fakenham Museum Of Gas & Local History","NR21 7LA","1987"
"Falconer Museum","IV36 1PH","1871"
"Falmouth Art Gallery","TR11 2RT","1978"
"Fans Museum","SR5 1AP","2018"
"Far Eastern Prisoners Of War Museum","DE13 7AR","2005"
"Faraday Museum","W1X 4BS","1973"
"Farleigh Hungerford Castle","BA2 7RS","1900-1960"
"Farleys House & Gallery","BN8 6HW","2006"
"Farnborough Air Sciences Trust Museum","GU14 6TF","2000"
"Fashion And Textile Museum","SE1 3XF","2003"
"Fashion Museum","BA1 2QH","1963"
"Feering And Kelvedon Local History Museum","CO5 9BA","1975"
"Felbrigg Hall","NR11 8PR","1969"
"Felixstowe Museum","IP11 3TW","1975"
"Fenland And West Norfolk Aviation Museum","PE14 7DA","1987"
"Fenton House","NW3 6RT","1952"
"Fenton Photographic Museum","IM9 6HD","1978"
"Ferens Art Gallery","HU1 3RA","1927"
"Ferguson Family Museum","PO40 9TL","2003"
"Fergusson Gallery","PH2 8NS","1992"
"Fermanagh County Museum","BT74 7HL","1976"
"Fernhill House: The People's Museum","BT13 3PT","1996"
"Ferryman's Hut Museum","NE66 2SD","2008"
"Fetlar Interpretive Centre","ZE2 9DJ","1992"
"Fife Folk Museum","KY15 5NF","1968"
"Fife and Forfar Yeomanry Museum","KY15 4BL","1960-2002"
"Filching Manor And Motor Museum","BN26 5QA","1947"
"Filey Museum","YO14 9HB","1971"
"Finch Foundry","EX20 2NW","1966"
"Finchcocks Musical Museum","TN17 1HH","1970"
"Finchingfield Guildhall","CM7 4NN","2013"
"Findhorn Heritage Centre","IV36 3YQ","2003"
"Finkley Down Farm Museum","SP11 6NF","1981"
"Finlaystone House - Doll Collection","PA14 6TJ","1980"
"Firepower! The Royal Artillery Museum","SE18 6ST","1820"
"Firing Line - Cardiff Castle Museum Of The Welsh Soldier","CF10 3RB","2010"
"Firle Place","BN8 6LP","1945-1956"
"First Garden City Heritage Museum","SG6 1SU","1977"
"Fish Museum","PE8 5LB","1981"
"Fish and Chip Museum","YO1 8RS","2019"
"Fishbourne Roman Palace","PO19 3QR","1968"
"Fishermens Heritage Centre","NR26 8JT","2006"
"Fishing Heritage Centre","DN31 1UZ","1991"
"Fitzwilliam Museum, University Of Cambridge","CB2 1RB","1816"
"Flag Fen Archaeology Park","PE6 7QJ","1986"
"Flambards Park, Museum And Gardens","TR13 0QA","1976"
"Flamborough Head Lighthouse Visitor Centre","YO15 1AR","1997-2006"
"Flame Gasworks Museum","BT38 8UH","2002"
"Fleet Air Arm Museum","BA22 8HT","1964"
"Fleetwood Museum","FY7 6BT","1974"
"Fleming Collection Gallery","W1J 8DU","2000"
"Fletcher Moss Art Gallery & Museum","M20 8AU","1919"
"Fleur De Lis Heritage Centre","ME13 8NS","1977"
"Flintham Museum","NG23 5LF","1999"
"Floors Castle","TD5 7SF","1960-2017"
"Flora Twort Gallery","GU32 3HS","1991"
"Florence Court","BT92 1DB","1954"
"Florence Mine And Heritage Centre","CA22 2NR","1992"
"Florence Nightingale Museum","SE1 7EW","1984"
"Flower Makers Museum","TN34 3EN","1993"
"Fochabers Folk Museum","IV32 7DU","1984"
"Folkestone Museum","CT20 1HD","1868"
"Fonmon Castle","CF62 3ZN","1960-2017"
"Ford End Watermill","LU7 9EA","1967"
"Ford Green Hall","ST6 1NG","1952"
"Forde Abbey & Gardens","TA20 4LU","1945-1960"
"Fordingbridge Doll Museum","SP6 1AH","1982"
"Fordingbridge Museum","SP6 1AB","1998"
"Fordyce Joiners Workshop","AB45 2SL","1993"
"Foresters Museum & Archive","SO15 3EW","2007"
"Forge Mill Needle Museum","B98 8HY","1983"
"Forncett Industrial Steam Museum","NR16 1JJ","1969"
"Fort Amherst","ME4 4UB","1980"
"Fort Brockhurst Collections Access Centre","PO12 4DS","1945-2017"
"Fort George","IV2 7TD","1979"
"Fort Grey Shipwreck Museum","GY7 9BY","1975"
"Fort Paull Museum","HU12 8FP","2000"
"Fort Perch Rock Museum","CH45 2JU","2000"
"Forty Hall Museum","EN2 9HA","1955"
"Fossil Grove","G14 9QR","1891"
"Fossil Museum","BH19 3LF","1998"
"Foulness Heritage Centre","SS3 9XQ","2003"
"Fowey Museum","PL23 1AY","1974"
"Fox Talbot Museum","SN15 2LG","1975"
"Foxfield Steam Railway","ST11 9EA","1971"
"Foyle Valley Railway","BT48 6SQ","1990"
"Fraserburgh Heritage Centre","AB43 9DT","1998"
"Frazer Nash Archives","RG9 1HG","1997"
"Fred Dibnah Heritage Centre","BL2 1NU","2010"
"Freddie Fox Museum","SW1A 1ES","1965"
"Frenchay Village Museum","BS16 1SZ","2000"
"Freud Museum","NW3 5SX","1986"
"Friargate Waxworks Museum","YO1 9SL","1960-1989"
"Frigate Unicorn","DD1 3JA","1968"
"Frinton Crossing Cottage, Garden and Railway Museum","CO13 9JT","1985"
"Frome Heritage Museum","BA11 1AT","1966"
"Fry Art Gallery","CB10 1BD","1985"
"Fulham Palace","SW6 6EA","1990"
"Furness Abbey Museum","LA13 0PJ","1960-2017"
"Fursdon","EX5 5JS","1960-2017"
"Fusiliers London Volunteer Museum","SW17 7BQ","1980"
"Fusiliers Museum Of Northumberland","NE66 1NG","1929"
"Fylde Gallery","FY8 3UT","2008"
"Fyvie Castle","AB53 8JS","1984"
"Gainsborough Old Hall","DN21 2NB","1949"
"Gainsboroughs House","CO10 2EU","1961"
"Gairloch Heritage Museum","IV21 2BP","1978"
"Gallery Of Modern Art, Glasgow","G1 3AH","1996"
"Gallery Of Old Newquay","TR7 1ND","1988"
"Gallery Oldham","OL1 1AL","1883"
"Galton Valley Canal Pumping Station","B66 1BA","1980"
"Garden City Collection","SG6 4LB","2014"
"Garioch Museum","AB51 4FY","1977"
"Garlogie Powerhouse Museum","AB32 6RX","1995"
"Garstang Museum Of Archaeology","L69 7WZ","1904"
"Garvagh Museum And Heritage Centre","BT51 5AE","1960-2017"
"Gatwick Aviation Museum","RH6 0BT","1999"
"Gawsworth Hall","SK11 9RN","1965"
"Gawthorpe Hall","BB12 8UA","1945-1960"
"Gawthorpe Textiles Collection","BB12 8UA","1975-1979"
"Gayton Engine Pumping Station","LN12 1PE","1992"
"Geevor Tin Mine","TR19 7EW","2000"
"Geffrye Museum","E2 8EA","1914"
"Genesis Expo Creationist Museum","PO1 3DT","2000"
"Geological Museum Of North Wales","LL11 5UY","1970"
"Geological Museum","SW7 2DD","1835"
"George Eliot Hospital Museum","CV10 7DJ","1982"
"George Leatt Industrial And Folk Museum","BD23 1NL","1960-1964"
"George Marshall Medical Museum","WR5 1DD","1975"
"George Stephenson's Birthplace","NE41 8BP","1948"
"George Waterston Memorial Museum","ZE2 9JU","1986"
"Georgian House","BS1 5RR","1939"
"Georgian Theatre Royal Museum","DL10 4DW","2003"
"German Occupation Museum","GY8 0BG","1975"
"Gerrans Parish Heritage Centre","TR2 5EB","2004"
"Giant Angus Macaskill Museum","IV55 8WA","1989"
"Gibberd Gallery","CM20 1WG","2004"
"Gilbert White & The Oates Collection","GU34 3JH","1955"
"Gillingham Museum","SP8 4UA","1958"
"Gladstone Court Museum","ML12 6DT","1968"
"Gladstone Pottery Museum","ST3 1PQ","1974"
"Glamis Castle","DD8 1RJ","1945-1960"
"Glandford Shell Museum","NR25 7JR","1900-1960"
"Glasgow Museums Resource Centre","G53 7NN","2003"
"Glasgow Police Museum","G1 1LG","2002"
"Glasgow School Of Art","G3 6RQ","1985"
"Glasgow Womens Library","G40 1BP","1991"
"Glastonbury Abbey","BA6 9EL","1986-1994"
"Glastonbury Lake Village Museum","BA6 9DX","1885"
"Glenarm Castle","BT44 0BQ","1960-2017"
"Glencoe And North Lorn Folk Museum","PH49 4HS","1966"
"Glencorse Museum","EH26 0NP","1951"
"Glendale Toy Museum","IV55 8WJ","1987"
"Glenesk Folk Museum","DD9 7YT","1955"
"Glenfinnan Station Museum","PH37 4LT","1991"
"Glenham Hall & Gardens","IP13 0BT","1960-2017"
"Glenn Miller Museum","MK41 6AB","2002"
"Glenside Museum","BS16 1DD","1950-1959"
"Gloucester Folk Museum","GL1 2PG","1935"
"Gloucester Transport Museum","GL1 2JD","1977"
"Gloucester Waterways Museum","GL1 2EH","1983"
"Gloucestershire Warwickshire Railway","GL54 5DT","1981"
"Glover House","AB22 8JS","1996"
"Glynde Place","BN8 6SX","1945-1960"
"Glynn Vivian Art Gallery","SA1 5DZ","1911"
"Godalming Museum","GU7 1AQ","1920"
"Goddards","YO24 1GG","2012"
"Godinton House","TN23 3BP","1945-1955"
"Gods House Tower - Museum Of Archaeology","SO14 2NY","1961"
"Gold Hill Museum And Gardens","SP7 8JW","1946"
"Golden Hinde Ii","SE1 9DG","1996"
"Golden Hinde Museum Ship","TQ5 8AW","1988"
"Good Luck Lead Mining Museum","DE4 4LS","1970-1979"
"Goodwood House","PO18 0PX","1945-1960"
"Goole Museum And Art Gallery","DN14 5DR","1970"
"Gordon Boswell Romany Museum","PE12 6BL","1995"
"Gordon Highlanders Museum","AB15 7XH","1935"
"Gordon Russell Design Museum","WR12 7AP","2008"
"Gorhambury","AL3 6AH","1959"
"Gosfield Hall","CO9 1SF","1945-1960"
"Gosford House","EH32 0PX","1960-2017"
"Gosport Discovery Centre","PO12 1NQ","1975"
"Goughs Motor Museum","BS27 3QA","1964"
"Governors House Museum","G82 1JJ","1933"
"Gower Farm Museum & Tourist Centre","SA3 1AU","1989"
"Gower Heritage Centre","SA3 2EH","1990"
"Gracefield Arts Centre","DG1 1JQ","1951"
"Gracehill Old School Museum","BT42 2NL","2010-2011"
"Graemeshall Museum","KW17 2RX","1960-1982"
"Graham Sutherland Gallery","SA62 4AS","1976"
"Grampian Transport Museum","AB33 8AE","1983"
"Grampound with Creed Heritage Centre","TR2 4QP","2009"
"Grandad's Photography Museum","CO1 2QN","1978"
"Grange Cavern Military Museum","CH8 7NH","1979"
"Grange Museum & Art Gallery","BN2 7HA","1996"
"Grangemouth Museum","FK3 8AZ","1992"
"Grant Museum Of Zoology & Comparative Anatomy","WC1E 6BT","1996"
"Grantham Museum","NG31 6PY","1890"
"Grantown Museum & Heritage Centre","PH26 3HH","1999"
"Grassington Folk Museum","BD23 5AQ","1975"
"Graves Art Gallery","S1 1XZ","1934"
"Gravesend Cold War Bunker","DA11 7LF","2000"
"Gravesham Museum","DA12 1BE","1911"
"Gray Art Gallery & Museum","TS24 8BT","1920"
"Grays Museum","BT82 8AU","1997"
"Great Bardfield Cottage Museum","CM7 4SB","1960-1978"
"Great Central Railway (Nottingham)","NG11 6NX","1990-1999"
"Great Central Railway Museum","LE11 1RW","1993"
"Great Chalfield Manor","SN12 8NJ","1943"
"Great Dixter","TN31 6PH","1955"
"Great Dunmow Museum","CM6 1HH","2001"
"Great North Museum: Hancock","NE2 4PT","1884"
"Great Orme Tramway","LL30 2NB","1960-2017"
"Greater Manchester Fire Service Museum","OL11 1DN","1983"
"Greater Manchester Police Museum","M1 1ET","1981"
"Greek Orthodox Cathedral Treasury Museum","W2 4LQ","2006"
"Green Dragon Museum","TS18 1AT","1973"
"Greenfield Valley Museum","CH8 7GH","1988"
"Greenhill Covenanters House","ML12 6DT","1981"
"Greenock Fire Museum And Heritage Centre","PA3 3BQ","2012"
"Greens Mill And Science Centre, Nottingham","NG2 4QB","1985"
"Greenway House","TQ5 0ES","2009"
"Greenwich Borough Museum","SE18 1JT","1919"
"Greenwich Heritage Centre","SE18 4DX","2003"
"Gressenhall Farm And Workhouse","NR20 4DR","1976"
"Gretna Green Story Exhibition","DG16 5EA","1886"
"Grey Point Fort","BT19 1PU","2008"
"Greyfriars House And Garden","WR1 2LZ","1945-1960"
"Greys Court","RG9 4PG","1969"
"Griffithstown Railway Museum","NP4 5JH","2001"
"Grimsthorpe Castle, Park & Gardens","PE10 0LY","1978"
"Grindon Museum","SR3 4EN","1955"
"Groam House Museum","IV10 8UF","1989"
"Grosvenor Museum","CH1 2DD","1886"
"Grove Prison Museum","DT5 1DL","2014"
"Grove Rural Life Museum","IM8 3UA","1978"
"Guards Museum","SW1E 6HQ","1988"
"Guernsey Folk And Costume Museum","GY5 7UJ","1968"
"Guernsey Museum and Art Gallery","GY1 1UG","1909"
"Guernsey Telephone Museum","GY5 7RZ","1976"
"Guildford Cathedral Treasury","GU2 7UP","1960-2017"
"Guildford House Gallery","GU1 3AJ","1959"
"Guildford Museum","GU1 3SX","1898"
"Guildhall Art Gallery","EC2V 5AE","1885"
"Guildhall Museum (Rochester)","ME1 1PY","1897"
"Guildhall Museum, Carlisle","CA3 8JE","1979"
"Guildhall Museum","PO19 1NH","1947"
"Guisborough Museum","TS14 6BA","1989"
"Gunby Hall","PE23 5SS","1944"
"Gunnersbury Park Museum","W3 8LQ","1929"
"Gunsgreen House","TD14 5SD","2010"
"Guru Nanak Sikh Museum","LE1 4LJ","1992"
"Guys Mini Museum","SE1 9RT","2007"
"Gwefr Heb Wifrau/wireless In Wales","LL16 3LG","2008"
"Gwili Steam Railway","SA33 6HT","1975"
"H M Prison Service Museum","CV23 0TH","1982"
"HMS Belfast","SE1 2JH","1971"
"HMS Caroline","BT3 9DT","2016"
"HMS Ganges Museum","IP9 1QP","1988"
"HMS Warrior 1860","PO1 3LJ","1985"
"Hack Green Secret Nuclear Bunker","CW5 8AQ","1997"
"Hackness Martello Tower And Battery","KW16 3PQ","2004"
"Hackney Museum","E8 1GQ","1987"
"Haddenham Museum","HP17 8AJ","1998"
"Haddo House","AB41 7EQ","1979"
"Haddon Hall","DE45 1LA","1945-1947"
"Haden Hill House","B64 7JU","1989"
"Hadlow Tower","TN11 0BX","2013"
"Haig Colliery Mining Museum","CA28 9BG","1999"
"Hailes Abbey","GL54 5PB","1921"
"Halesworth And District Museum","IP19 8BZ","1984"
"Hall Ith Wood Museum","BL1 8UA","1901"
"Hall Place And Gardens","DA5 1PQ","2009"
"Hallaton Museum","LE16 8TY","1983"
"Halliwells House Museum","TD7 4BL","1982"
"Halls Croft","CV37 6BG","1949"
"Halstead Heritage Museum","CO9 1ET","1985"
"Ham House","TW10 7RS","1948"
"Hamilton House Toy Museum","DE6 1AE","1960-2017"
"Hammerwood Park","RH19 3QE","1983"
"Hampton Court Palace","KT8 9AU","1830-1839"
"Hamptonne Country Life Museum","JE3 1HS","1993"
"Hanbury Hall And Gardens","WR9 7EA","1960-2017"
"Handel & Hendrix in London","W1K 4HB","1999"
"Hands On History","HU1 1RR","1988"
"Handsworth St Marys Museum","S13 9BZ","1965-1975"
"Harborough Museum","LE16 7LT","1983"
"Harbour Commissioners Lighthouse Museum","YO11 1PD","1932"
"Harbour Museum","BT48 6AF","1995"
"Hardwick Hall","S44 5QJ","1959"
"Hardwicke Court","GL2 4RS","1960-2017"
"Hardys Cottage","DT2 8QJ","1948"
"Harewood House","LS17 9LG","1986"
"Harleston Museum","IP20 9AZ","1982"
"Harley Gallery","S80 3LW","1994"
"Harlow Carr Museum Of Gardening","HG3 1QB","1989"
"Harlow Museum","CM20 2LF","1973"
"Harltand Quay Museum","EX39 6DU","1960-2017"
"Harlyn Bay Museum Of Prehistoric Discoveries & Ancient Burial Ground","PL28 8SB","1901"
"Harris Museum And Art Gallery","PR1 2PP","1893"
"Harrow Museum And Heritage Centre","HA2 6PX","1986"
"Hartland Abbey","EX39 6DT","1960-2017"
"Hartlepool Art Gallery","TS24 7EQ","1996"
"Hartsheath","CH7 4HP","1960-2017"
"Harvard House And The Museum Of British Pewter","CV37 6AU","1996"
"Harveys Sherry Museum","BS1 5DQ","1965"
"Harvington Hall","DY10 4LR","1945-1950"
"Harwich Lifeboat Museum","CO12 3DT","1994"
"Harwich Maritime Museum","CO12 3NL","1980"
"Harwich Redoubt Fort","CO12 3LT","1969"
"Haslemere Educational Museum","GU27 2LA","1888"
"Hastings Fishermens Museum","TN34 3DW","1956"
"Hastings Museum And Art Gallery","TN34 1ET","1890"
"Hastings Old Town Hall Museum Of Local History","TN34 3EW","1949"
"Hat Works Museum","SK3 0EU","2000"
"Hatchlands Park","GU2 7RT","1945"
"Hatfield House","AL9 5NQ","1948"
"Haulfre Stables","LL58 8RY","1987"
"Hauteville House - Victor Hugos House Of Exile","GY1 1DG","1927"
"Havant Museum","PO9 1BS","1977"
"Haven Plotlands Museum","SS16 6EB","1984"
"Haverfordwest Town Museum","SA61 2EF","1996"
"Haverhill & District Local History Centre","CB9 8AR","1974"
"Havering Museum","RM1 1JU","2010"
"Hawick Museum & The Scott Art Gallery","TD9 7JL","1857"
"Hawkshead Grammar School Museum","LA22 0NT","1960-2017"
"Haworth Art Gallery","BB5 2JS","1921"
"Haxted Watermill Museum","TN8 6PU","1969"
"Hay Farm Heavy Horse Centre","TD12 4TR","2012"
"Hayes Barton","EX9 7BS","1945-1960"
"Hayle Heritage Centre","TR27 4HH","2013"
"Haynes International Motor Museum","BA22 7LH","1985"
"Haywain Farm Museum","DN9 1JZ","1945-2015"
"Head Of Steam - Darlington Railway Centre And Museum","DL3 6ST","1975"
"Headhunters Barber Shop & Railway Museum","BT74 7DP","2002"
"Headland Museum","TS24 0LT","1971"
"Heage Windmill","DE65 6DT","2002"
"Health Exhibition Centre","SW1W 0SS","1961"
"Heanor Heritage Centre","DE75 7LX","1991"
"Heath Robinson Museum","HA5 1AE","2016"
"Heatherbank Museum Of Social Work","G4 0BA","1975"
"Heatherslaw Corn Mill","TD12 4TJ","1975"
"Heaton Hall","M25 5SW","1906"
"Heaton Park Tramway","M25 2SW","1980"
"Heaven Farm Museum","TN22 3RG","1960-2017"
"Heckington Station Railway And Heritage Museum","NG34 9JJ","1979"
"Heckington Windmill","NG34 9JJ","2015"
"Hedingham Castle","CO9 3DJ","1945-1960"
"Hedon Museum","HU12 8EX","1996"
"Helena Thompson Museum","CA14 4DE","1940"
"Hellens Manor","HR8 2LY","1966"
"Helmshore Mills Textile Museum (Higher Mill)","BB4 4NP","1983"
"Helmshore Mills Textile Museum (Whitakers Mill)","BB4 4NP","1983"
"Helmsley Castle","YO62 5AB","1960-2017"
"Helston Museum","TR13 8TH","1949"
"Henfield Museum","BN5 9DB","1974"
"Henley-in-Arden Heritage Centre","B95 5BS","1996"
"Henry Moore Institute","LS1 3AH","1993"
"Henry Moore Studios And Gardens","SG10 6EE","1977"
"Heptonstall Museum","HX7 7LY","1973"
"Hepworth Wakefield","WF1 5AW","2011"
"Heralds Museum","EC3N 4AB","1979"
